Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","492","Monaco","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2005","2005","1000 No","32.141","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","512","Total Population - Male","3010","Population - Est. & Proj.","2005","2005","1000 No","15.662","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","513","Total Population - Female","3010","Population - Est. & Proj.","2005","2005","1000 No","16.479","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","551","Rural population","3010","Population - Est. & Proj.","2005","2005","1000 No","0","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","561","Urban population","3010","Population - Est. & Proj.","2005","2005","1000 No","33.793","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 No","32.011","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","512","Total Population - Male","3010","Population - Est. & Proj.","2006","2006","1000 No","15.604","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","513","Total Population - Female","3010","Population - Est. & Proj.","2006","2006","1000 No","16.407","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","551","Rural population","3010","Population - Est. & Proj.","2006","2006","1000 No","0","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","561","Urban population","3010","Population - Est. & Proj.","2006","2006","1000 No","34.408","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 No","31.823","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","512","Total Population - Male","3010","Population - Est. & Proj.","2007","2007","1000 No","15.518","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","513","Total Population - Female","3010","Population - Est. & Proj.","2007","2007","1000 No","16.305","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","551","Rural population","3010","Population - Est. & Proj.","2007","2007","1000 No","0","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","561","Urban population","3010","Population - Est. & Proj.","2007","2007","1000 No","35.111","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 No","31.862","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","512","Total Population - Male","3010","Population - Est. & Proj.","2008","2008","1000 No","15.542","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","513","Total Population - Female","3010","Population - Est. & Proj.","2008","2008","1000 No","16.32","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","551","Rural population","3010","Population - Est. & Proj.","2008","2008","1000 No","0","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","561","Urban population","3010","Population - Est. & Proj.","2008","2008","1000 No","35.853","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 No","32.401","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","512","Total Population - Male","3010","Population - Est. & Proj.","2009","2009","1000 No","15.813","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","513","Total Population - Female","3010","Population - Est. & Proj.","2009","2009","1000 No","16.589","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","551","Rural population","3010","Population - Est. & Proj.","2009","2009","1000 No","0","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","561","Urban population","3010","Population - Est. & Proj.","2009","2009","1000 No","36.534","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 No","33.178","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","512","Total Population - Male","3010","Population - Est. & Proj.","2010","2010","1000 No","16.207","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","513","Total Population - Female","3010","Population - Est. & Proj.","2010","2010","1000 No","16.971","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","551","Rural population","3010","Population - Est. & Proj.","2010","2010","1000 No","0","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","561","Urban population","3010","Population - Est. & Proj.","2010","2010","1000 No","37.094","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 No","33.945","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","512","Total Population - Male","3010","Population - Est. & Proj.","2011","2011","1000 No","16.604","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","513","Total Population - Female","3010","Population - Est. & Proj.","2011","2011","1000 No","17.341","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","551","Rural population","3010","Population - Est. & Proj.","2011","2011","1000 No","0","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","561","Urban population","3010","Population - Est. & Proj.","2011","2011","1000 No","37.497","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 No","34.7","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","512","Total Population - Male","3010","Population - Est. & Proj.","2012","2012","1000 No","16.997","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","513","Total Population - Female","3010","Population - Est. & Proj.","2012","2012","1000 No","17.703","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","551","Rural population","3010","Population - Est. & Proj.","2012","2012","1000 No","0","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","561","Urban population","3010","Population - Est. & Proj.","2012","2012","1000 No","37.783","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 No","35.425","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","512","Total Population - Male","3010","Population - Est. & Proj.","2013","2013","1000 No","17.37","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","513","Total Population - Female","3010","Population - Est. & Proj.","2013","2013","1000 No","18.055","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","551","Rural population","3010","Population - Est. & Proj.","2013","2013","1000 No","0","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","561","Urban population","3010","Population - Est. & Proj.","2013","2013","1000 No","37.971","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 No","36.11","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","512","Total Population - Male","3010","Population - Est. & Proj.","2014","2014","1000 No","17.716","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","513","Total Population - Female","3010","Population - Est. & Proj.","2014","2014","1000 No","18.393","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","551","Rural population","3010","Population - Est. & Proj.","2014","2014","1000 No","0","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","561","Urban population","3010","Population - Est. & Proj.","2014","2014","1000 No","38.132","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 No","36.76","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","512","Total Population - Male","3010","Population - Est. & Proj.","2015","2015","1000 No","18.043","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","513","Total Population - Female","3010","Population - Est. & Proj.","2015","2015","1000 No","18.718","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 No","0","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 No","38.307","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 No","37.071","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 No","18.187","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 No","18.884","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","551","Rural population","3010","Population - Est. & Proj.","2016","2016","1000 No","0","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","561","Urban population","3010","Population - Est. & Proj.","2016","2016","1000 No","38.499","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 No","37.044","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 No","18.159","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 No","18.886","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","551","Rural population","3010","Population - Est. & Proj.","2017","2017","1000 No","0","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","561","Urban population","3010","Population - Est. & Proj.","2017","2017","1000 No","38.695","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","37.029","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","18.142","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","18.887","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","0","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","38.897","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","37.034","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","18.145","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","18.89","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","0","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","39.102","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","36.922","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","512","Total Population - Male","3010","Population - Est. & Proj.","2020","2020","1000 No","18.095","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","513","Total Population - Female","3010","Population - Est. & Proj.","2020","2020","1000 No","18.827","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","551","Rural population","3010","Population - Est. & Proj.","2020","2020","1000 No","0","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","561","Urban population","3010","Population - Est. & Proj.","2020","2020","1000 No","39.297","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","36.686","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","512","Total Population - Male","3010","Population - Est. & Proj.","2021","2021","1000 No","17.982","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","513","Total Population - Female","3010","Population - Est. & Proj.","2021","2021","1000 No","18.704","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","551","Rural population","3010","Population - Est. & Proj.","2021","2021","1000 No","0","X","Figure from international organizations",""
"OA","Annual population","492","Monaco","561","Urban population","3010","Population - Est. & Proj.","2021","2021","1000 No","39.495","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 No","632.545","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","512","Total Population - Male","3010","Population - Est. & Proj.","2006","2006","1000 No","307.082","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","513","Total Population - Female","3010","Population - Est. & Proj.","2006","2006","1000 No","325.462","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","551","Rural population","3010","Population - Est. & Proj.","2006","2006","1000 No","229.817","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","561","Urban population","3010","Population - Est. & Proj.","2006","2006","1000 No","388.015","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 No","631.923","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","512","Total Population - Male","3010","Population - Est. & Proj.","2007","2007","1000 No","307.089","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","513","Total Population - Female","3010","Population - Est. & Proj.","2007","2007","1000 No","324.834","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","551","Rural population","3010","Population - Est. & Proj.","2007","2007","1000 No","228.348","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","561","Urban population","3010","Population - Est. & Proj.","2007","2007","1000 No","391.136","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 No","631.466","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","512","Total Population - Male","3010","Population - Est. & Proj.","2008","2008","1000 No","307.135","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","513","Total Population - Female","3010","Population - Est. & Proj.","2008","2008","1000 No","324.332","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","551","Rural population","3010","Population - Est. & Proj.","2008","2008","1000 No","226.898","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","561","Urban population","3010","Population - Est. & Proj.","2008","2008","1000 No","394.307","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 No","631.182","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","512","Total Population - Male","3010","Population - Est. & Proj.","2009","2009","1000 No","307.229","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","513","Total Population - Female","3010","Population - Est. & Proj.","2009","2009","1000 No","323.953","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","551","Rural population","3010","Population - Est. & Proj.","2009","2009","1000 No","225.423","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","561","Urban population","3010","Population - Est. & Proj.","2009","2009","1000 No","397.429","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 No","631.044","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","512","Total Population - Male","3010","Population - Est. & Proj.","2010","2010","1000 No","307.344","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","513","Total Population - Female","3010","Population - Est. & Proj.","2010","2010","1000 No","323.7","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","551","Rural population","3010","Population - Est. & Proj.","2010","2010","1000 No","223.866","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","561","Urban population","3010","Population - Est. & Proj.","2010","2010","1000 No","400.419","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 No","631.788","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","512","Total Population - Male","3010","Population - Est. & Proj.","2011","2011","1000 No","307.781","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","513","Total Population - Female","3010","Population - Est. & Proj.","2011","2011","1000 No","324.007","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","551","Rural population","3010","Population - Est. & Proj.","2011","2011","1000 No","222.219","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","561","Urban population","3010","Population - Est. & Proj.","2011","2011","1000 No","403.247","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 No","633.051","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","512","Total Population - Male","3010","Population - Est. & Proj.","2012","2012","1000 No","308.516","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","513","Total Population - Female","3010","Population - Est. & Proj.","2012","2012","1000 No","324.534","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","551","Rural population","3010","Population - Est. & Proj.","2012","2012","1000 No","220.462","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","561","Urban population","3010","Population - Est. & Proj.","2012","2012","1000 No","405.924","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 No","633.946","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","512","Total Population - Male","3010","Population - Est. & Proj.","2013","2013","1000 No","309.082","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","513","Total Population - Female","3010","Population - Est. & Proj.","2013","2013","1000 No","324.863","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","551","Rural population","3010","Population - Est. & Proj.","2013","2013","1000 No","218.623","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","561","Urban population","3010","Population - Est. & Proj.","2013","2013","1000 No","408.471","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 No","634.294","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","512","Total Population - Male","3010","Population - Est. & Proj.","2014","2014","1000 No","309.278","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","513","Total Population - Female","3010","Population - Est. & Proj.","2014","2014","1000 No","325.017","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","551","Rural population","3010","Population - Est. & Proj.","2014","2014","1000 No","216.73","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","561","Urban population","3010","Population - Est. & Proj.","2014","2014","1000 No","410.944","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 No","633.966","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","512","Total Population - Male","3010","Population - Est. & Proj.","2015","2015","1000 No","309.144","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","513","Total Population - Female","3010","Population - Est. & Proj.","2015","2015","1000 No","324.822","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 No","214.802","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 No","413.376","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 No","633.264","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 No","308.838","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 No","324.425","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","551","Rural population","3010","Population - Est. & Proj.","2016","2016","1000 No","212.843","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","561","Urban population","3010","Population - Est. & Proj.","2016","2016","1000 No","415.772","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 No","632.438","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 No","308.428","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 No","324.01","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","551","Rural population","3010","Population - Est. & Proj.","2017","2017","1000 No","210.847","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","561","Urban population","3010","Population - Est. & Proj.","2017","2017","1000 No","418.113","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","631.455","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","307.94","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","323.515","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","208.816","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","420.403","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","630.396","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","307.383","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","323.013","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","206.74","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","422.615","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","629.048","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","512","Total Population - Male","3010","Population - Est. & Proj.","2020","2020","1000 No","306.615","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","513","Total Population - Female","3010","Population - Est. & Proj.","2020","2020","1000 No","322.432","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","551","Rural population","3010","Population - Est. & Proj.","2020","2020","1000 No","204.63","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","561","Urban population","3010","Population - Est. & Proj.","2020","2020","1000 No","424.767","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","627.859","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","512","Total Population - Male","3010","Population - Est. & Proj.","2021","2021","1000 No","305.886","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","513","Total Population - Female","3010","Population - Est. & Proj.","2021","2021","1000 No","321.973","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","551","Rural population","3010","Population - Est. & Proj.","2021","2021","1000 No","202.483","X","Figure from international organizations",""
"OA","Annual population","499","Montenegro","561","Urban population","3010","Population - Est. & Proj.","2021","2021","1000 No","426.85","X","Figure from international organizations",""
"OA","Annual population","528","Netherlands (Kingdom of the)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1990","1990","1000 No","14944.548","X","Figure from international organizations",""
"OA","Annual population","528","Netherlands (Kingdom of the)","512","Total Population - Male","3010","Population - Est. & Proj.","1990","1990","1000 No","7384.912","X","Figure from international organizations",""
"OA","Annual population","528","Netherlands (Kingdom of the)","513","Total Population - Female","3010","Population - Est. & Proj.","1990","1990","1000 No","7559.636","X","Figure from international organizations",""
"OA","Annual population","528","Netherlands (Kingdom of the)","551","Rural population","3010","Population - Est. & Proj.","1990","1990","1000 No","4686.515","X","Figure from international organizations",""
"OA","Annual population","528","Netherlands (Kingdom of the)","561","Urban population","3010","Population - Est. & Proj.","1990","1990","1000 No","10278.933","X","Figure from international organizations",""
"OA","Annual population","528","Netherlands (Kingdom of the)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1991","1991","1000 No","15046.584","X","Figure from international organizations",""
"OA","Annual population","528","Netherlands (Kingdom of the)","512","Total Population - Male","3010","Population - Est. & Proj.","1991","1991","1000 No","7434.892","X","Figure from international organizations",""
"OA","Annual population","528","Netherlands (Kingdom of the)","513","Total Population - Female","3010","Population - Est. & Proj.","1991","1991","1000 No","7611.691","X","Figure from international organizations",""
"OA","Annual population","528","Netherlands (Kingdom of the)","551","Rural population","3010","Population - Est. & Proj.","1991","1991","1000 No","4620.459","X","Figure from international organizations",""
"OA","Annual population","528","Netherlands (Kingdom of the)","561","Urban population","3010","Population - Est. & Proj.","1991","1991","1000 No","10444.06","X","Figure from international organizations",""
"OA","Annual population","528","Netherlands (Kingdom of the)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1992","1992","1000 No","15150.685","X","Figure from international organizations",""
"OA","Annual population","528","Netherlands (Kingdom of the)","512","Total Population - Male","3010","Population - Est. & Proj.","1992","1992","1000 No","7486.309","X","Figure from international organizations",""
"OA","Annual population","528","Netherlands (Kingdom of the)","513","Total Population - Female","3010","Population - Est. & Proj.","1992","1992","1000 No","7664.376","X","Figure from international organizations",""
"OA","Annual population","528","Netherlands (Kingdom of the)","551","Rural population","3010","Population - Est. & Proj.","1992","1992","1000 No","4515.909","X","Figure from international organizations",""
"OA","Annual population","528","Netherlands (Kingdom of the)","561","Urban population","3010","Population - Est. & Proj.","1992","1992","1000 No","10649.953","X","Figure from international organizations",""
"OA","Annual population","528","Netherlands (Kingdom of the)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1993","1993","1000 No","15251.086","X","Figure from international organizations",""
"OA","Annual population","528","Netherlands (Kingdom of the)","512","Total Population - Male","3010","Population - Est. & Proj.","1993","1993","1000 No","7536.172","X","Figure from international organizations",""
"OA","Annual population","528","Netherlands (Kingdom of the)","513","Total Population - Female","3010","Population - Est. & Proj.","1993","1993","1000 No","7714.914","X","Figure from international organizations",""
"OA","Annual population","528","Netherlands (Kingdom of the)","551","Rural population","3010","Population - Est. & Proj.","1993","1993","1000 No","4412.465","X","Figure from international organizations",""
"OA","Annual population","528","Netherlands (Kingdom of the)","561","Urban population","3010","Population - Est. & Proj.","1993","1993","1000 No","10855.541","X","Figure from international organizations",""
"OA","Annual population","528","Netherlands (Kingdom of the)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1994","1994","1000 No","15349.478","X","Figure from international organizations",""
"OA","Annual population","528","Netherlands (Kingdom of the)","512","Total Population - Male","3010","Population - Est. & Proj.","1994","1994","1000 No","7585.502","X","Figure from international organizations",""
"OA","Annual population","528","Netherlands (Kingdom of the)","513","Total Population - Female","3010","Population - Est. & Proj.","1994","1994","1000 No","7763.976","X","Figure from international organizations",""
"OA","Annual population","528","Netherlands (Kingdom of the)","551","Rural population","3010","Population - Est. & Proj.","1994","1994","1000 No","4309.145","X","Figure from international organizations",""
"OA","Annual population","528","Netherlands (Kingdom of the)","561","Urban population","3010","Population - Est. & Proj.","1994","1994","1000 No","11059.975","X","Figure from international organizations",""
"OA","Annual population","528","Netherlands (Kingdom of the)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1995","1995","1000 No","15446.668","X","Figure from international organizations",""
"OA","Annual population","528","Netherlands (Kingdom of the)","512","Total Population - Male","3010","Population - Est. & Proj.","1995","1995","1000 No","7634.532","X","Figure from international organizations",""
"OA","Annual population","528","Netherlands (Kingdom of the)","513","Total Population - Female","3010","Population - Est. & Proj.","1995","1995","1000 No","7812.136","X","Figure from international organizations",""
"OA","Annual population","528","Netherlands (Kingdom of the)","551","Rural population","3010","Population - Est. & Proj.","1995","1995","1000 No","4205.891","X","Figure from international organizations",""
"OA","Annual population","528","Netherlands (Kingdom of the)","561","Urban population","3010","Population - Est. & Proj.","1995","1995","1000 No","11261.96","X","Figure from international organizations",""
"OA","Annual population","528","Netherlands (Kingdom of the)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1996","1996","1000 No","15538.616","X","Figure from international organizations",""
"OA","Annual population","528","Netherlands (Kingdom of the)","512","Total Population - Male","3010","Population - Est. & Proj.","1996","1996","1000 No","7680.874","X","Figure from international organizations",""
